,ALDER,KOMGRP,TID,INDHOLD
629,35-39 år,Aalborg,2024,13253
630,40-44 år,Hele landet,2024,338593
631,40-44 år,Hovedstadskommuner,2024,104650
632,40-44 år,Storbykommuner,2024,41787
633,40-44 år,Provinsbykommuner,2024,77057
634,40-44 år,Oplandskommuner,2024,54201
635,40-44 år,Landkommuner,2024,60898
636,40-44 år,København,2024,41438
637,40-44 år,Frederiksberg,2024,5722
638,40-44 år,Dragør,2024,874
639,40-44 år,Tårnby,2024,3029
640,40-44 år,Albertslund,2024,1691
641,40-44 år,Ballerup,2024,3152
642,40-44 år,Brøndby,2024,2565
643,40-44 år,Gentofte,2024,4259
644,40-44 år,Gladsaxe,2024,4819
645,40-44 år,Glostrup,2024,1510
646,40-44 år,Herlev,2024,2015
647,40-44 år,Hvidovre,2024,3754
648,40-44 år,Høje-Taastrup,2024,3884
649,40-44 år,Ishøj,2024,1629
650,40-44 år,Lyngby-Taarbæk,2024,3515
651,40-44 år,Rødovre,2024,3071
652,40-44 år,Vallensbæk,2024,1292
653,40-44 år,Allerød,2024,1570
654,40-44 år,Egedal,2024,2710
655,40-44 år,Fredensborg,2024,2413
656,40-44 år,Frederikssund,2024,2381
657,40-44 år,Furesø,2024,2837
658,40-44 år,Gribskov,2024,1953
659,40-44 år,Halsnæs,2024,1594
660,40-44 år,Helsingør,2024,3184
661,40-44 år,Hillerød,2024,3168
662,40-44 år,Hørsholm,2024,1267
663,40-44 år,Rudersdal,2024,3253
664,40-44 år,Bornholm,2024,1946
665,40-44 år,Christiansø,2024,6
666,40-44 år,Greve,2024,3228
667,40-44 år,Køge,2024,3450
668,40-44 år,Lejre,2024,1729
669,40-44 år,Roskilde,2024,5282
670,40-44 år,Solrød,2024,1566
671,40-44 år,Faxe,2024,2032
672,40-44 år,Guldborgsund,2024,3087
673,40-44 år,Holbæk,2024,4121
674,40-44 år,Kalundborg,2024,2541
675,40-44 år,Lolland,2024,1958
676,40-44 år,Næstved,2024,4617
677,40-44 år,Odsherred,2024,1508
678,40-44 år,Ringsted,2024,2144
679,40-44 år,Slagelse,2024,4173
680,40-44 år,Sorø,2024,1746
681,40-44 år,Stevns,2024,1295
682,40-44 år,Vordingborg,2024,2306
683,40-44 år,Assens,2024,2211
684,40-44 år,Faaborg-Midtfyn,2024,2883
685,40-44 år,Kerteminde,2024,1219
686,40-44 år,Langeland,2024,595
687,40-44 år,Middelfart,2024,2012
688,40-44 år,Nordfyns,2024,1672
689,40-44 år,Nyborg,2024,1712
690,40-44 år,Odense,2024,10769
691,40-44 år,Svendborg,2024,3377
692,40-44 år,Ærø,2024,243
693,40-44 år,Billund,2024,1752
694,40-44 år,Esbjerg,2024,6295
695,40-44 år,Fanø,2024,140
696,40-44 år,Fredericia,2024,3145
697,40-44 år,Haderslev,2024,3078
698,40-44 år,Kolding,2024,5458
699,40-44 år,Sønderborg,2024,3938
700,40-44 år,Tønder,2024,1835
701,40-44 år,Varde,2024,2698
702,40-44 år,Vejen,2024,2603
703,40-44 år,Vejle,2024,7261
704,40-44 år,Aabenraa,2024,3181
705,40-44 år,Favrskov,2024,3087
706,40-44 år,Hedensted,2024,2861
707,40-44 år,Horsens,2024,5838
708,40-44 år,Norddjurs,2024,1819
709,40-44 år,Odder,2024,1306
710,40-44 år,Randers,2024,5657
711,40-44 år,Samsø,2024,167
712,40-44 år,Silkeborg,2024,5598
713,40-44 år,Skanderborg,2024,4253
714,40-44 år,Syddjurs,2024,2439
715,40-44 år,Aarhus,2024,19047
716,40-44 år,Herning,2024,5014
717,40-44 år,Holstebro,2024,3320
718,40-44 år,Ikast-Brande,2024,2663
719,40-44 år,Lemvig,2024,870
720,40-44 år,Ringkøbing-Skjern,2024,2954
721,40-44 år,Skive,2024,2261
722,40-44 år,Struer,2024,1024
723,40-44 år,Viborg,2024,5597
724,40-44 år,Brønderslev,2024,2017
725,40-44 år,Frederikshavn,2024,3049
726,40-44 år,Hjørring,2024,3290
727,40-44 år,Jammerbugt,2024,1973
728,40-44 år,Læsø,2024,46
729,40-44 år,Mariagerfjord,2024,2244
730,40-44 år,Morsø,2024,946
731,40-44 år,Rebild,2024,1872
732,40-44 år,Thisted,2024,2131
733,40-44 år,Vesthimmerlands,2024,1918
734,40-44 år,Aalborg,2024,11971
735,45-49 år,Hele landet,2024,371868
736,45-49 år,Hovedstadskommuner,2024,107720
737,45-49 år,Storbykommuner,2024,43281
738,45-49 år,Provinsbykommuner,2024,87779
739,45-49 år,Oplandskommuner,2024,63064
740,45-49 år,Landkommuner,2024,70024
741,45-49 år,København,2024,39755
742,45-49 år,Frederiksberg,2024,6342
743,45-49 år,Dragør,2024,1141
744,45-49 år,Tårnby,2024,3340
745,45-49 år,Albertslund,2024,1814
746,45-49 år,Ballerup,2024,3304
747,45-49 år,Brøndby,2024,2539
748,45-49 år,Gentofte,2024,5231
749,45-49 år,Gladsaxe,2024,4806
750,45-49 år,Glostrup,2024,1595
751,45-49 år,Herlev,2024,2091
752,45-49 år,Hvidovre,2024,3833
753,45-49 år,Høje-Taastrup,2024,3891
754,45-49 år,Ishøj,2024,1581
755,45-49 år,Lyngby-Taarbæk,2024,3730
756,45-49 år,Rødovre,2024,3008
757,45-49 år,Vallensbæk,2024,1173
758,45-49 år,Allerød,2024,1788
759,45-49 år,Egedal,2024,3235
760,45-49 år,Fredensborg,2024,2717
761,45-49 år,Frederikssund,2024,2947
762,45-49 år,Furesø,2024,2930
763,45-49 år,Gribskov,2024,2446
764,45-49 år,Halsnæs,2024,2051
765,45-49 år,Helsingør,2024,3814
766,45-49 år,Hillerød,2024,3527
767,45-49 år,Hørsholm,2024,1563
768,45-49 år,Rudersdal,2024,3858
769,45-49 år,Bornholm,2024,2208
770,45-49 år,Christiansø,2024,11
771,45-49 år,Greve,2024,3445
772,45-49 år,Køge,2024,4042
773,45-49 år,Lejre,2024,2042
774,45-49 år,Roskilde,2024,5943
775,45-49 år,Solrød,2024,1727
776,45-49 år,Faxe,2024,2453
777,45-49 år,Guldborgsund,2024,3601
778,45-49 år,Holbæk,2024,4677
779,45-49 år,Kalundborg,2024,3039
780,45-49 år,Lolland,2024,2311
781,45-49 år,Næstved,2024,5481
782,45-49 år,Odsherred,2024,1834
783,45-49 år,Ringsted,2024,2651
784,45-49 år,Slagelse,2024,4973
785,45-49 år,Sorø,2024,2021
786,45-49 år,Stevns,2024,1520
787,45-49 år,Vordingborg,2024,2688
788,45-49 år,Assens,2024,2649
789,45-49 år,Faaborg-Midtfyn,2024,3248
790,45-49 år,Kerteminde,2024,1452
791,45-49 år,Langeland,2024,619
792,45-49 år,Middelfart,2024,2654
793,45-49 år,Nordfyns,2024,1956
794,45-49 år,Nyborg,2024,2038
795,45-49 år,Odense,2024,11733
796,45-49 år,Svendborg,2024,3681
797,45-49 år,Ærø,2024,275
798,45-49 år,Billund,2024,1814
799,45-49 år,Esbjerg,2024,6782
800,45-49 år,Fanø,2024,191
801,45-49 år,Fredericia,2024,3386
802,45-49 år,Haderslev,2024,3464
803,45-49 år,Kolding,2024,6350
804,45-49 år,Sønderborg,2024,4445
805,45-49 år,Tønder,2024,1926
806,45-49 år,Varde,2024,2996
807,45-49 år,Vejen,2024,2911
808,45-49 år,Vejle,2024,8097
809,45-49 år,Aabenraa,2024,3594
810,45-49 år,Favrskov,2024,3624
811,45-49 år,Hedensted,2024,3235
812,45-49 år,Horsens,2024,6347
813,45-49 år,Norddjurs,2024,2112
814,45-49 år,Odder,2024,1509
815,45-49 år,Randers,2024,6666
816,45-49 år,Samsø,2024,207
817,45-49 år,Silkeborg,2024,6513
818,45-49 år,Skanderborg,2024,4664
819,45-49 år,Syddjurs,2024,2727
820,45-49 år,Aarhus,2024,18750
821,45-49 år,Herning,2024,5804
822,45-49 år,Holstebro,2024,3659
823,45-49 år,Ikast-Brande,2024,2874
824,45-49 år,Lemvig,2024,1106
825,45-49 år,Ringkøbing-Skjern,2024,3479
826,45-49 år,Skive,2024,2711
827,45-49 år,Struer,2024,1227
828,45-49 år,Viborg,2024,6395
829,45-49 år,Brønderslev,2024,2352
830,45-49 år,Frederikshavn,2024,3411
831,45-49 år,Hjørring,2024,3849
832,45-49 år,Jammerbugt,2024,2382
833,45-49 år,Læsø,2024,85
834,45-49 år,Mariagerfjord,2024,2570
835,45-49 år,Morsø,2024,1051
836,45-49 år,Rebild,2024,1998
837,45-49 år,Thisted,2024,2564
838,45-49 år,Vesthimmerlands,2024,2221
839,45-49 år,Aalborg,2024,12798
840,50-54 år,Hele landet,2024,393105
841,50-54 år,Hovedstadskommuner,2024,106624
842,50-54 år,Storbykommuner,2024,44803
843,50-54 år,Provinsbykommuner,2024,95179
844,50-54 år,Oplandskommuner,2024,68789
845,50-54 år,Landkommuner,2024,77710
846,50-54 år,København,2024,37926
847,50-54 år,Frederiksberg,2024,6508
848,50-54 år,Dragør,2024,1030
849,50-54 år,Tårnby,2024,3081
850,50-54 år,Albertslund,2024,1760
851,50-54 år,Ballerup,2024,3436
852,50-54 år,Brøndby,2024,2344
853,50-54 år,Gentofte,2024,5817
854,50-54 år,Gladsaxe,2024,4632
855,50-54 år,Glostrup,2024,1600
856,50-54 år,Herlev,2024,1867
857,50-54 år,Hvidovre,2024,3503
858,50-54 år,Høje-Taastrup,2024,3790
859,50-54 år,Ishøj,2024,1483
860,50-54 år,Lyngby-Taarbæk,2024,3952
861,50-54 år,Rødovre,2024,2739
862,50-54 år,Vallensbæk,2024,1109
863,50-54 år,Allerød,2024,1879
864,50-54 år,Egedal,2024,3544
865,50-54 år,Fredensborg,2024,2911
866,50-54 år,Frederikssund,2024,3497
867,50-54 år,Furesø,2024,2925
868,50-54 år,Gribskov,2024,3115
869,50-54 år,Halsnæs,2024,2212
870,50-54 år,Helsingør,2024,4698
871,50-54 år,Hillerød,2024,3915
872,50-54 år,Hørsholm,2024,1932
873,50-54 år,Rudersdal,2024,4103
874,50-54 år,Bornholm,2024,2633
875,50-54 år,Christiansø,2024,7
876,50-54 år,Greve,2024,3891
877,50-54 år,Køge,2024,4909
878,50-54 år,Lejre,2024,2170
879,50-54 år,Roskilde,2024,6808
880,50-54 år,Solrød,2024,1773
881,50-54 år,Faxe,2024,2786
882,50-54 år,Guldborgsund,2024,3990
883,50-54 år,Holbæk,2024,5330
884,50-54 år,Kalundborg,2024,3424
885,50-54 år,Lolland,2024,2613
886,50-54 år,Næstved,2024,6008
887,50-54 år,Odsherred,2024,2175
888,50-54 år,Ringsted,2024,2714
889,50-54 år,Slagelse,2024,5536
890,50-54 år,Sorø,2024,2186
891,50-54 år,Stevns,2024,1730
892,50-54 år,Vordingborg,2024,3139
893,50-54 år,Assens,2024,2923
894,50-54 år,Faaborg-Midtfyn,2024,3606
895,50-54 år,Kerteminde,2024,1719
896,50-54 år,Langeland,2024,785
897,50-54 år,Middelfart,2024,2978
898,50-54 år,Nordfyns,2024,2179
899,50-54 år,Nyborg,2024,2286
900,50-54 år,Odense,2024,12610
901,50-54 år,Svendborg,2024,3791
902,50-54 år,Ærø,2024,371
903,50-54 år,Billund,2024,1744
904,50-54 år,Esbjerg,2024,7465
905,50-54 år,Fanø,2024,228
906,50-54 år,Fredericia,2024,3736
907,50-54 år,Haderslev,2024,3762
908,50-54 år,Kolding,2024,6722
909,50-54 år,Sønderborg,2024,5091
910,50-54 år,Tønder,2024,2292
911,50-54 år,Varde,2024,3331
912,50-54 år,Vejen,2024,2923
913,50-54 år,Vejle,2024,8304
914,50-54 år,Aabenraa,2024,4021
915,50-54 år,Favrskov,2024,3748
916,50-54 år,Hedensted,2024,3529
917,50-54 år,Horsens,2024,6511
918,50-54 år,Norddjurs,2024,2417
919,50-54 år,Odder,2024,1634
920,50-54 år,Randers,2024,7058
921,50-54 år,Samsø,2024,226
922,50-54 år,Silkeborg,2024,6986
923,50-54 år,Skanderborg,2024,4711
924,50-54 år,Syddjurs,2024,3002
925,50-54 år,Aarhus,2024,19406
926,50-54 år,Herning,2024,6102
927,50-54 år,Holstebro,2024,3758
928,50-54 år,Ikast-Brande,2024,2840
929,50-54 år,Lemvig,2024,1227
930,50-54 år,Ringkøbing-Skjern,2024,3699
931,50-54 år,Skive,2024,3025
932,50-54 år,Struer,2024,1402
933,50-54 år,Viborg,2024,6663
934,50-54 år,Brønderslev,2024,2407
935,50-54 år,Frederikshavn,2024,3832
936,50-54 år,Hjørring,2024,4361
937,50-54 år,Jammerbugt,2024,2586
938,50-54 år,Læsø,2024,125
939,50-54 år,Mariagerfjord,2024,2811
940,50-54 år,Morsø,2024,1280
941,50-54 år,Rebild,2024,2060
942,50-54 år,Thisted,2024,2625
943,50-54 år,Vesthimmerlands,2024,2290
944,50-54 år,Aalborg,2024,12787
945,55-59 år,Hele landet,2024,411138
946,55-59 år,Hovedstadskommuner,2024,103994
947,55-59 år,Storbykommuner,2024,45363
948,55-59 år,Provinsbykommuner,2024,99095
949,55-59 år,Oplandskommuner,2024,73740
950,55-59 år,Landkommuner,2024,88946
951,55-59 år,København,2024,34581
952,55-59 år,Frederiksberg,2024,6375
953,55-59 år,Dragør,2024,1123
954,55-59 år,Tårnby,2024,2920
955,55-59 år,Albertslund,2024,1852
956,55-59 år,Ballerup,2024,3618
957,55-59 år,Brøndby,2024,2505
958,55-59 år,Gentofte,2024,5949
959,55-59 år,Gladsaxe,2024,4496
960,55-59 år,Glostrup,2024,1685
961,55-59 år,Herlev,2024,1957
962,55-59 år,Hvidovre,2024,3416
963,55-59 år,Høje-Taastrup,2024,3661
964,55-59 år,Ishøj,2024,1504
965,55-59 år,Lyngby-Taarbæk,2024,3923
966,55-59 år,Rødovre,2024,2726
967,55-59 år,Vallensbæk,2024,1015
968,55-59 år,Allerød,2024,1979
969,55-59 år,Egedal,2024,3551
970,55-59 år,Fredensborg,2024,3217
971,55-59 år,Frederikssund,2024,3850
972,55-59 år,Furesø,2024,3066
973,55-59 år,Gribskov,2024,3565
974,55-59 år,Halsnæs,2024,2539
975,55-59 år,Helsingør,2024,5331
976,55-59 år,Hillerød,2024,4175
977,55-59 år,Hørsholm,2024,1899
978,55-59 år,Rudersdal,2024,4323
979,55-59 år,Bornholm,2024,3035
980,55-59 år,Christiansø,2024,7
981,55-59 år,Greve,2024,4061
982,55-59 år,Køge,2024,5036
983,55-59 år,Lejre,2024,2281
984,55-59 år,Roskilde,2024,6996
985,55-59 år,Solrød,2024,1809
986,55-59 år,Faxe,2024,3014
987,55-59 år,Guldborgsund,2024,4513
988,55-59 år,Holbæk,2024,5782
989,55-59 år,Kalundborg,2024,3839
990,55-59 år,Lolland,2024,3099
991,55-59 år,Næstved,2024,6426
992,55-59 år,Odsherred,2024,2583
993,55-59 år,Ringsted,2024,2817
994,55-59 år,Slagelse,2024,5954
995,55-59 år,Sorø,2024,2418
996,55-59 år,Stevns,2024,1956
997,55-59 år,Vordingborg,2024,3608
998,55-59 år,Assens,2024,3279
999,55-59 år,Faaborg-Midtfyn,2024,3917
1000,55-59 år,Kerteminde,2024,1978
1001,55-59 år,Langeland,2024,972
1002,55-59 år,Middelfart,2024,3328
1003,55-59 år,Nordfyns,2024,2382
1004,55-59 år,Nyborg,2024,2518
1005,55-59 år,Odense,2024,12355
1006,55-59 år,Svendborg,2024,4127
1007,55-59 år,Ærø,2024,485
1008,55-59 år,Billund,2024,1946
1009,55-59 år,Esbjerg,2024,8106
1010,55-59 år,Fanø,2024,261
1011,55-59 år,Fredericia,2024,3933
1012,55-59 år,Haderslev,2024,4206
1013,55-59 år,Kolding,2024,6714
1014,55-59 år,Sønderborg,2024,5849
1015,55-59 år,Tønder,2024,2730
1016,55-59 år,Varde,2024,3737
1017,55-59 år,Vejen,2024,2993
1018,55-59 år,Vejle,2024,8607
1019,55-59 år,Aabenraa,2024,4453
1020,55-59 år,Favrskov,2024,3421
1021,55-59 år,Hedensted,2024,3776
1022,55-59 år,Horsens,2024,6334
1023,55-59 år,Norddjurs,2024,2948
1024,55-59 år,Odder,2024,1812
1025,55-59 år,Randers,2024,7201
1026,55-59 år,Samsø,2024,315
1027,55-59 år,Silkeborg,2024,7059
1028,55-59 år,Skanderborg,2024,4470
1029,55-59 år,Syddjurs,2024,3337
1030,55-59 år,Aarhus,2024,19508
1031,55-59 år,Herning,2024,6327
1032,55-59 år,Holstebro,2024,3873
1033,55-59 år,Ikast-Brande,2024,2948
1034,55-59 år,Lemvig,2024,1562
1035,55-59 år,Ringkøbing-Skjern,2024,4115
1036,55-59 år,Skive,2024,3302
1037,55-59 år,Struer,2024,1579
1038,55-59 år,Viborg,2024,7023
1039,55-59 år,Brønderslev,2024,2641
1040,55-59 år,Frederikshavn,2024,4726
1041,55-59 år,Hjørring,2024,4732
1042,55-59 år,Jammerbugt,2024,2866
1043,55-59 år,Læsø,2024,146
1044,55-59 år,Mariagerfjord,2024,3239
1045,55-59 år,Morsø,2024,1454
1046,55-59 år,Rebild,2024,2142
1047,55-59 år,Thisted,2024,3132
1048,55-59 år,Vesthimmerlands,2024,2739
1049,55-59 år,Aalborg,2024,13500
1050,60-64 år,Hele landet,2024,377109
1051,60-64 år,Hovedstadskommuner,2024,88996
1052,60-64 år,Storbykommuner,2024,41819
1053,60-64 år,Provinsbykommuner,2024,89269
1054,60-64 år,Oplandskommuner,2024,68265
1055,60-64 år,Landkommuner,2024,88760
1056,60-64 år,København,2024,28259
1057,60-64 år,Frederiksberg,2024,5434
1058,60-64 år,Dragør,2024,977
1059,60-64 år,Tårnby,2024,2818
1060,60-64 år,Albertslund,2024,1613
1061,60-64 år,Ballerup,2024,3182
1062,60-64 år,Brøndby,2024,2338
1063,60-64 år,Gentofte,2024,4990
1064,60-64 år,Gladsaxe,2024,4084
1065,60-64 år,Glostrup,2024,1401
1066,60-64 år,Herlev,2024,1788
1067,60-64 år,Hvidovre,2024,3075
1068,60-64 år,Høje-Taastrup,2024,3010
1069,60-64 år,Ishøj,2024,1409
1070,60-64 år,Lyngby-Taarbæk,2024,3450
1071,60-64 år,Rødovre,2024,2700
1072,60-64 år,Vallensbæk,2024,846
1073,60-64 år,Allerød,2024,1763
1074,60-64 år,Egedal,2024,2833
1075,60-64 år,Fredensborg,2024,2920
1076,60-64 år,Frederikssund,2024,3696
1077,60-64 år,Furesø,2024,2755
1078,60-64 år,Gribskov,2024,3487
1079,60-64 år,Halsnæs,2024,2564
1080,60-64 år,Helsingør,2024,4804
1081,60-64 år,Hillerød,2024,3660
1082,60-64 år,Hørsholm,2024,1740
1083,60-64 år,Rudersdal,2024,3793
1084,60-64 år,Bornholm,2024,3267
1085,60-64 år,Christiansø,2024,7
1086,60-64 år,Greve,2024,3298
1087,60-64 år,Køge,2024,4110
1088,60-64 år,Lejre,2024,2073
1089,60-64 år,Roskilde,2024,5958
1090,60-64 år,Solrød,2024,1440
1091,60-64 år,Faxe,2024,2881
1092,60-64 år,Guldborgsund,2024,4629
1093,60-64 år,Holbæk,2024,5162
1094,60-64 år,Kalundborg,2024,3710
1095,60-64 år,Lolland,2024,3280
1096,60-64 år,Næstved,2024,5738
1097,60-64 år,Odsherred,2024,2731
1098,60-64 år,Ringsted,2024,2267
1099,60-64 år,Slagelse,2024,5649
1100,60-64 år,Sorø,2024,2278
1101,60-64 år,Stevns,2024,1847
1102,60-64 år,Vordingborg,2024,3640
1103,60-64 år,Assens,2024,3002
1104,60-64 år,Faaborg-Midtfyn,2024,3819
1105,60-64 år,Kerteminde,2024,1823
1106,60-64 år,Langeland,2024,1090
1107,60-64 år,Middelfart,2024,2934
1108,60-64 år,Nordfyns,2024,2167
1109,60-64 år,Nyborg,2024,2374
1110,60-64 år,Odense,2024,11511
1111,60-64 år,Svendborg,2024,4260
1112,60-64 år,Ærø,2024,579
1113,60-64 år,Billund,2024,1833
1114,60-64 år,Esbjerg,2024,7723
1115,60-64 år,Fanø,2024,256
1116,60-64 år,Fredericia,2024,3668
1117,60-64 år,Haderslev,2024,4038
1118,60-64 år,Kolding,2024,5832
1119,60-64 år,Sønderborg,2024,5391
1120,60-64 år,Tønder,2024,3025
1121,60-64 år,Varde,2024,3604
1122,60-64 år,Vejen,2024,2891
1123,60-64 år,Vejle,2024,7711
1124,60-64 år,Aabenraa,2024,4290
1125,60-64 år,Favrskov,2024,3014
1126,60-64 år,Hedensted,2024,3304
1127,60-64 år,Horsens,2024,5644
1128,60-64 år,Norddjurs,2024,2842
1129,60-64 år,Odder,2024,1791
1130,60-64 år,Randers,2024,6416
1131,60-64 år,Samsø,2024,360
1132,60-64 år,Silkeborg,2024,6307
1133,60-64 år,Skanderborg,2024,3871
1134,60-64 år,Syddjurs,2024,3313
1135,60-64 år,Aarhus,2024,17864
1136,60-64 år,Herning,2024,5752
1137,60-64 år,Holstebro,2024,3873
1138,60-64 år,Ikast-Brande,2024,2760
1139,60-64 år,Lemvig,2024,1574
1140,60-64 år,Ringkøbing-Skjern,2024,4023
1141,60-64 år,Skive,2024,3357
1142,60-64 år,Struer,2024,1488
1143,60-64 år,Viborg,2024,6424
1144,60-64 år,Brønderslev,2024,2500
1145,60-64 år,Frederikshavn,2024,4644
1146,60-64 år,Hjørring,2024,4780
1147,60-64 år,Jammerbugt,2024,2847
1148,60-64 år,Læsø,2024,161
1149,60-64 år,Mariagerfjord,2024,3199
1150,60-64 år,Morsø,2024,1549
1151,60-64 år,Rebild,2024,2027
1152,60-64 år,Thisted,2024,3145
1153,60-64 år,Vesthimmerlands,2024,2661
1154,60-64 år,Aalborg,2024,12444
1155,65-69 år,Hele landet,2024,328857
1156,65-69 år,Hovedstadskommuner,2024,71274
1157,65-69 år,Storbykommuner,2024,37092
1158,65-69 år,Provinsbykommuner,2024,77108
1159,65-69 år,Oplandskommuner,2024,59981
1160,65-69 år,Landkommuner,2024,83402
1161,65-69 år,København,2024,21737
1162,65-69 år,Frederiksberg,2024,4392
1163,65-69 år,Dragør,2024,847
1164,65-69 år,Tårnby,2024,2355
1165,65-69 år,Albertslund,2024,1180
1166,65-69 år,Ballerup,2024,2509
1167,65-69 år,Brøndby,2024,2006
1168,65-69 år,Gentofte,2024,4040
1169,65-69 år,Gladsaxe,2024,3354
1170,65-69 år,Glostrup,2024,1136
1171,65-69 år,Herlev,2024,1590
1172,65-69 år,Hvidovre,2024,2716
1173,65-69 år,Høje-Taastrup,2024,2458
1174,65-69 år,Ishøj,2024,1001
1175,65-69 år,Lyngby-Taarbæk,2024,3032
1176,65-69 år,Rødovre,2024,2211
1177,65-69 år,Vallensbæk,2024,706
1178,65-69 år,Allerød,2024,1334
1179,65-69 år,Egedal,2024,2096
1180,65-69 år,Fredensborg,2024,2462
1181,65-69 år,Frederikssund,2024,3026
1182,65-69 år,Furesø,2024,2225
1183,65-69 år,Gribskov,2024,3177
1184,65-69 år,Halsnæs,2024,2373
1185,65-69 år,Helsingør,2024,4130
1186,65-69 år,Hillerød,2024,2796
1187,65-69 år,Hørsholm,2024,1515
1188,65-69 år,Rudersdal,2024,3142
1189,65-69 år,Bornholm,2024,3140
1190,65-69 år,Christiansø,2024,11
1191,65-69 år,Greve,2024,2569
1192,65-69 år,Køge,2024,3236
1193,65-69 år,Lejre,2024,1740
1194,65-69 år,Roskilde,2024,4753
1195,65-69 år,Solrød,2024,1123
1196,65-69 år,Faxe,2024,2479
1197,65-69 år,Guldborgsund,2024,4398
1198,65-69 år,Holbæk,2024,4551
1199,65-69 år,Kalundborg,2024,3402
1200,65-69 år,Lolland,2024,3236
1201,65-69 år,Næstved,2024,5275
1202,65-69 år,Odsherred,2024,2713
1203,65-69 år,Ringsted,2024,1957
1204,65-69 år,Slagelse,2024,4902
1205,65-69 år,Sorø,2024,1966
1206,65-69 år,Stevns,2024,1675
1207,65-69 år,Vordingborg,2024,3536
1208,65-69 år,Assens,2024,2657
1209,65-69 år,Faaborg-Midtfyn,2024,3480
1210,65-69 år,Kerteminde,2024,1557
1211,65-69 år,Langeland,2024,1193
1212,65-69 år,Middelfart,2024,2568
1213,65-69 år,Nordfyns,2024,2034
1214,65-69 år,Nyborg,2024,2212
1215,65-69 år,Odense,2024,10141
1216,65-69 år,Svendborg,2024,4195
1217,65-69 år,Ærø,2024,551
1218,65-69 år,Billund,2024,1607
1219,65-69 år,Esbjerg,2024,7109
1220,65-69 år,Fanø,2024,310
1221,65-69 år,Fredericia,2024,3081
1222,65-69 år,Haderslev,2024,3643
1223,65-69 år,Kolding,2024,5245
1224,65-69 år,Sønderborg,2024,4746
1225,65-69 år,Tønder,2024,2931
1226,65-69 år,Varde,2024,3246
1227,65-69 år,Vejen,2024,2575
1228,65-69 år,Vejle,2024,6321
1229,65-69 år,Aabenraa,2024,3972
1230,65-69 år,Favrskov,2024,2430
1231,65-69 år,Hedensted,2024,2888
1232,65-69 år,Horsens,2024,4908
1233,65-69 år,Norddjurs,2024,2738
1234,65-69 år,Odder,2024,1551
1235,65-69 år,Randers,2024,5440
1236,65-69 år,Samsø,2024,378
1237,65-69 år,Silkeborg,2024,5668
1238,65-69 år,Skanderborg,2024,3330
1239,65-69 år,Syddjurs,2024,3119
1240,65-69 år,Aarhus,2024,15935
1241,65-69 år,Herning,2024,5000
1242,65-69 år,Holstebro,2024,3398
1243,65-69 år,Ikast-Brande,2024,2421
1244,65-69 år,Lemvig,2024,1471
1245,65-69 år,Ringkøbing-Skjern,2024,3677
1246,65-69 år,Skive,2024,3186
1247,65-69 år,Struer,2024,1487
1248,65-69 år,Viborg,2024,5846
1249,65-69 år,Brønderslev,2024,2192
1250,65-69 år,Frederikshavn,2024,4330
1251,65-69 år,Hjørring,2024,4461
1252,65-69 år,Jammerbugt,2024,2564
1253,65-69 år,Læsø,2024,162
1254,65-69 år,Mariagerfjord,2024,2923
1255,65-69 år,Morsø,2024,1464
1256,65-69 år,Rebild,2024,1753
1257,65-69 år,Thisted,2024,3073
1258,65-69 år,Vesthimmerlands,2024,2466
1259,65-69 år,Aalborg,2024,11016
